#         t          x          y          z         vx         vy         vz
      0.000    -98.600   -119.990   -127.780    -28.430    173.920     93.230
      0.001    -98.628   -119.816   -127.687    -28.360    173.993     93.314
      0.002    -98.657   -119.642   -127.593    -28.289    174.066     93.397
      0.003    -98.685   -119.468   -127.500    -28.218    174.139     93.481
      0.004    -98.713   -119.294   -127.406    -28.147    174.212     93.565
      0.005    -98.741   -119.119   -127.313    -28.076    174.285     93.649
      0.006    -98.769   -118.945   -127.219    -28.005    174.358     93.733
      0.007    -98.797   -118.771   -127.125    -27.934    174.431     93.818
      0.008    -98.825   -118.596   -127.031    -27.862    174.505     93.902
      0.009    -98.853   -118.422   -126.938    -27.790    174.578     93.987
      0.010    -98.881   -118.247   -126.844    -27.719    174.651     94.071
      0.011    -98.908   -118.072   -126.749    -27.647    174.724     94.156
      0.012    -98.936   -117.898   -126.655    -27.575    174.798     94.240
      0.013    -98.964   -117.723   -126.561    -27.502    174.871     94.325
      0.014    -98.991   -117.548   -126.467    -27.430    174.944     94.410
      0.015    -99.018   -117.373   -126.372    -27.357    175.017     94.495
      0.016    -99.046   -117.198   -126.278    -27.285    175.091     94.580
      0.017    -99.073   -117.023   -126.183    -27.212    175.164     94.666
      0.018    -99.100   -116.848   -126.088    -27.139    175.238     94.751
      0.019    -99.127   -116.672   -125.993    -27.065    175.311     94.836
      0.020    -99.154   -116.497   -125.899    -26.992    175.385     94.922
      0.021    -99.181   -116.322   -125.804    -26.919    175.458     95.008
      0.022    -99.208   -116.146   -125.709    -26.845    175.532     95.093
      0.023    -99.235   -115.970   -125.613    -26.771    175.605     95.179
      0.024    -99.262   -115.795   -125.518    -26.697    175.679     95.265
      0.025    -99.288   -115.619   -125.423    -26.623    175.752     95.351
      0.026    -99.315   -115.443   -125.327    -26.549    175.826     95.437
      0.027    -99.341   -115.267   -125.232    -26.474    175.900     95.524
      0.028    -99.368   -115.092   -125.136    -26.400    175.973     95.610
      0.029    -99.394   -114.916   -125.041    -26.325    176.047     95.696
      0.030    -99.421   -114.739   -124.945    -26.250    176.121     95.783
      0.031    -99.447   -114.563   -124.849    -26.175    176.195     95.870
      0.032    -99.473   -114.387   -124.753    -26.100    176.268     95.956
      0.033    -99.499   -114.211   -124.657    -26.024    176.342     96.043
      0.034    -99.525   -114.034   -124.561    -25.949    176.416     96.130
      0.035    -99.551   -113.858   -124.465    -25.873    176.490     96.217
      0.036    -99.577   -113.681   -124.369    -25.797    176.564     96.304
      0.037    -99.602   -113.505   -124.272    -25.721    176.638     96.392
      0.038    -99.628   -113.328   -124.176    -25.645    176.711     96.479
      0.039    -99.654   -113.151   -124.079    -25.568    176.785     96.566
      0.040    -99.679   -112.975   -123.983    -25.492    176.859     96.654
      0.041    -99.705   -112.798   -123.886    -25.415    176.933     96.742
      0.042    -99.730   -112.621   -123.789    -25.338    177.007     96.830
      0.043    -99.755   -112.444   -123.692    -25.261    177.081     96.917
      0.044    -99.781   -112.267   -123.596    -25.184    177.155     97.005
      0.045    -99.806   -112.089   -123.498    -25.107    177.230     97.093
      0.046    -99.831   -111.912   -123.401    -25.029    177.304     97.182
      0.047    -99.856   -111.735   -123.304    -24.951    177.378     97.270
      0.048    -99.881   -111.557   -123.207    -24.874    177.452     97.358
      0.049    -99.906   -111.380   -123.109    -24.795    177.526     97.447
      0.050    -99.930   -111.202   -123.012    -24.717    177.600     97.536
      0.051    -99.955   -111.025   -122.914    -24.639    177.675     97.624
      0.052    -99.980   -110.847   -122.817    -24.560    177.749     97.713
      0.053   -100.004   -110.669   -122.719    -24.482    177.823     97.802
      0.054   -100.029   -110.491   -122.621    -24.403    177.897     97.891
      0.055   -100.053   -110.313   -122.523    -24.324    177.972     97.980
      0.056   -100.077   -110.135   -122.425    -24.244    178.046     98.069
      0.057   -100.101   -109.957   -122.327    -24.165    178.120     98.159
      0.058   -100.126   -109.779   -122.229    -24.086    178.195     98.248
      0.059   -100.150   -109.601   -122.130    -24.006    178.269     98.338
      0.060   -100.174   -109.423   -122.032    -23.926    178.343     98.428
      0.061   -100.197   -109.244   -121.934    -23.846    178.418     98.517
      0.062   -100.221   -109.066   -121.835    -23.765    178.492     98.607
      0.063   -100.245   -108.887   -121.736    -23.685    178.567     98.697
      0.064   -100.269   -108.709   -121.638    -23.604    178.641     98.787
      0.065   -100.292   -108.530   -121.539    -23.524    178.716     98.878
      0.066   -100.316   -108.351   -121.440    -23.443    178.790     98.968
      0.067   -100.339   -108.172   -121.341    -23.362    178.865     99.058
      0.068   -100.362   -107.993   -121.242    -23.280    178.939     99.149
      0.069   -100.386   -107.814   -121.143    -23.199    179.014     99.239
      0.070   -100.409   -107.635   -121.043    -23.117    179.089     99.330
      0.071   -100.432   -107.456   -120.944    -23.035    179.163     99.421
      0.072   -100.455   -107.277   -120.844    -22.953    179.238     99.512
      0.073   -100.478   -107.098   -120.745    -22.871    179.313     99.603
      0.074   -100.501   -106.918   -120.645    -22.789    179.387     99.694
      0.075   -100.523   -106.739   -120.546    -22.706    179.462     99.786
      0.076   -100.546   -106.559   -120.446    -22.623    179.537     99.877
      0.077   -100.569   -106.380   -120.346    -22.540    179.612     99.969
      0.078   -100.591   -106.200   -120.246    -22.457    179.686    100.060
      0.079   -100.614   -106.021   -120.146    -22.374    179.761    100.152
      0.080   -100.636   -105.841   -120.045    -22.290    179.836    100.244
      0.081   -100.658   -105.661   -119.945    -22.207    179.911    100.336
      0.082   -100.680   -105.481   -119.845    -22.123    179.986    100.428
      0.083   -100.702   -105.301   -119.744    -22.039    180.060    100.520
      0.084   -100.724   -105.121   -119.644    -21.955    180.135    100.612
      0.085   -100.746   -104.941   -119.543    -21.870    180.210    100.705
      0.086   -100.768   -104.760   -119.442    -21.786    180.285    100.797
      0.087   -100.790   -104.580   -119.342    -21.701    180.360    100.890
      0.088   -100.811   -104.400   -119.241    -21.616    180.435    100.983
      0.089   -100.833   -104.219   -119.140    -21.531    180.510    101.075
      0.090   -100.855   -104.039   -119.038    -21.445    180.585    101.168
      0.091   -100.876   -103.858   -118.937    -21.360    180.660    101.262
      0.092   -100.897   -103.677   -118.836    -21.274    180.735    101.355
      0.093   -100.918   -103.497   -118.734    -21.188    180.810    101.448
      0.094   -100.940   -103.316   -118.633    -21.102    180.885    101.541
      0.095   -100.961   -103.135   -118.531    -21.016    180.960    101.635
      0.096   -100.982   -102.954   -118.430    -20.930    181.035    101.729
      0.097   -101.003   -102.773   -118.328    -20.843    181.110    101.822
      0.098   -101.023   -102.592   -118.226    -20.756    181.185    101.916
      0.099   -101.044   -102.410   -118.124    -20.669    181.260    102.010
      0.100   -101.065   -102.229   -118.022    -20.582    181.336    102.104
      0.101   -101.085   -102.048   -117.920    -20.494    181.411    102.199
      0.102   -101.106   -101.866   -117.818    -20.407    181.486    102.293
      0.103   -101.126   -101.685   -117.715    -20.319    181.561    102.387
      0.104   -101.146   -101.503   -117.613    -20.231    181.636    102.482
      0.105   -101.166   -101.321   -117.510    -20.143    181.712    102.577
      0.106   -101.187   -101.140   -117.408    -20.054    181.787    102.671
      0.107   -101.207   -100.958   -117.305    -19.966    181.862    102.766
      0.108   -101.227   -100.776   -117.202    -19.877    181.937    102.861
      0.109   -101.246   -100.594   -117.099    -19.788    182.013    102.956
      0.110   -101.266   -100.412   -116.996    -19.699    182.088    103.052
      0.111   -101.286   -100.230   -116.893    -19.609    182.163    103.147
      0.112   -101.305   -100.048   -116.790    -19.520    182.238    103.242
      0.113   -101.325    -99.865   -116.687    -19.430    182.314    103.338
      0.114   -101.344    -99.683   -116.583    -19.340    182.389    103.434
      0.115   -101.363    -99.501   -116.480    -19.250    182.464    103.530
      0.116   -101.383    -99.318   -116.376    -19.159    182.540    103.626
      0.117   -101.402    -99.135   -116.273    -19.069    182.615    103.722
      0.118   -101.421    -98.953   -116.169    -18.978    182.690    103.818
      0.119   -101.440    -98.770   -116.065    -18.887    182.766    103.914
      0.120   -101.459    -98.587   -115.961    -18.795    182.841    104.011
      0.121   -101.477    -98.404   -115.857    -18.704    182.917    104.107
      0.122   -101.496    -98.221   -115.753    -18.612    182.992    104.204
      0.123   -101.515    -98.038   -115.649    -18.521    183.068    104.300
      0.124   -101.533    -97.855   -115.544    -18.429    183.143    104.397
      0.125   -101.551    -97.672   -115.440    -18.336    183.218    104.494
      0.126   -101.570    -97.489   -115.335    -18.244    183.294    104.592
      0.127   -101.588    -97.306   -115.231    -18.151    183.369    104.689
      0.128   -101.606    -97.122   -115.126    -18.058    183.445    104.786
      0.129   -101.624    -96.939   -115.021    -17.965    183.520    104.884
      0.130   -101.642    -96.755   -114.916    -17.872    183.596    104.981
      0.131   -101.660    -96.571   -114.811    -17.778    183.671    105.079
      0.132   -101.677    -96.388   -114.706    -17.685    183.747    105.177
      0.133   -101.695    -96.204   -114.601    -17.591    183.823    105.275
      0.134   -101.713    -96.020   -114.495    -17.497    183.898    105.373
      0.135   -101.730    -95.836   -114.390    -17.402    183.974    105.471
      0.136   -101.747    -95.652   -114.284    -17.308    184.049    105.569
      0.137   -101.765    -95.468   -114.179    -17.213    184.125    105.668
      0.138   -101.782    -95.284   -114.073    -17.118    184.200    105.766
      0.139   -101.799    -95.100   -113.967    -17.023    184.276    105.865
      0.140   -101.816    -94.915   -113.861    -16.927    184.351    105.964
      0.141   -101.833    -94.731   -113.755    -16.832    184.427    106.063
      0.142   -101.850    -94.547   -113.649    -16.736    184.503    106.162
      0.143   -101.866    -94.362   -113.543    -16.640    184.578    106.261
      0.144   -101.883    -94.177   -113.437    -16.543    184.654    106.360
      0.145   -101.899    -93.993   -113.330    -16.447    184.730    106.460
      0.146   -101.916    -93.808   -113.224    -16.350    184.805    106.559
      0.147   -101.932    -93.623   -113.117    -16.253    184.881    106.659
      0.148   -101.948    -93.438   -113.010    -16.156    184.956    106.759
      0.149   -101.964    -93.253   -112.904    -16.059    185.032    106.859
      0.150   -101.980    -93.068   -112.797    -15.961    185.108    106.959
      0.151   -101.996    -92.883   -112.690    -15.863    185.183    107.059
      0.152   -102.012    -92.698   -112.583    -15.765    185.259    107.159
      0.153   -102.028    -92.512   -112.475    -15.667    185.335    107.260
      0.154   -102.043    -92.327   -112.368    -15.568    185.410    107.360
      0.155   -102.059    -92.142   -112.261    -15.470    185.486    107.461
      0.156   -102.074    -91.956   -112.153    -15.371    185.562    107.562
      0.157   -102.090    -91.770   -112.046    -15.271    185.637    107.662
      0.158   -102.105    -91.585   -111.938    -15.172    185.713    107.763
      0.159   -102.120    -91.399   -111.830    -15.072    185.789    107.865
      0.160   -102.135    -91.213   -111.722    -14.972    185.864    107.966
      0.161   -102.150    -91.027   -111.614    -14.872    185.940    108.067
      0.162   -102.165    -90.841   -111.506    -14.772    186.016    108.169
      0.163   -102.180    -90.655   -111.398    -14.671    186.091    108.271
      0.164   -102.194    -90.469   -111.289    -14.571    186.167    108.372
      0.165   -102.209    -90.283   -111.181    -14.470    186.243    108.474
      0.166   -102.223    -90.097   -111.072    -14.368    186.318    108.576
      0.167   -102.237    -89.910   -110.964    -14.267    186.394    108.678
      0.168   -102.252    -89.724   -110.855    -14.165    186.470    108.781
      0.169   -102.266    -89.537   -110.746    -14.063    186.546    108.883
      0.170   -102.280    -89.351   -110.637    -13.961    186.621    108.986
      0.171   -102.294    -89.164   -110.528    -13.859    186.697    109.088
      0.172   -102.308    -88.977   -110.419    -13.756    186.773    109.191
      0.173   -102.321    -88.791   -110.310    -13.653    186.848    109.294
      0.174   -102.335    -88.604   -110.201    -13.550    186.924    109.397
      0.175   -102.348    -88.417   -110.091    -13.446    187.000    109.500
      0.176   -102.362    -88.230   -109.982    -13.343    187.075    109.604
      0.177   -102.375    -88.043   -109.872    -13.239    187.151    109.707
      0.178   -102.388    -87.855   -109.762    -13.135    187.227    109.811
      0.179   -102.401    -87.668   -109.652    -13.030    187.302    109.914
      0.180   -102.414    -87.481   -109.542    -12.926    187.378    110.018
      0.181   -102.427    -87.293   -109.432    -12.821    187.454    110.122
      0.182   -102.440    -87.106   -109.322    -12.716    187.529    110.226
      0.183   -102.453    -86.918   -109.212    -12.611    187.605    110.330
      0.184   -102.465    -86.731   -109.101    -12.505    187.681    110.435
      0.185   -102.478    -86.543   -108.991    -12.399    187.756    110.539
      0.186   -102.490    -86.355   -108.880    -12.293    187.832    110.644
      0.187   -102.502    -86.167   -108.770    -12.187    187.908    110.748
      0.188   -102.514    -85.979   -108.659    -12.080    187.983    110.853
      0.189   -102.526    -85.791   -108.548    -11.973    188.059    110.958
      0.190   -102.538    -85.603   -108.437    -11.866    188.134    111.063
      0.191   -102.550    -85.415   -108.326    -11.759    188.210    111.169
      0.192   -102.562    -85.227   -108.215    -11.652    188.286    111.274
      0.193   -102.573    -85.038   -108.103    -11.544    188.361    111.380
      0.194   -102.585    -84.850   -107.992    -11.436    188.437    111.485
      0.195   -102.596    -84.662   -107.880    -11.327    188.512    111.591
      0.196   -102.607    -84.473   -107.769    -11.219    188.588    111.697
      0.197   -102.619    -84.284   -107.657    -11.110    188.663    111.803
      0.198   -102.630    -84.096   -107.545    -11.001    188.739    111.909
      0.199   -102.641    -83.907   -107.433    -10.892    188.815    112.015
      0.200   -102.651    -83.718   -107.321    -10.782    188.890    112.122
      0.201   -102.662    -83.529   -107.209    -10.672    188.966    112.229
      0.202   -102.673    -83.340   -107.097    -10.562    189.041    112.335
      0.203   -102.683    -83.151   -106.984    -10.452    189.117    112.442
      0.204   -102.694    -82.962   -106.872    -10.341    189.192    112.549
      0.205   -102.704    -82.773   -106.759    -10.230    189.267    112.656
      0.206   -102.714    -82.583   -106.646    -10.119    189.343    112.763
      0.207   -102.724    -82.394   -106.534    -10.008    189.418    112.871
      0.208   -102.734    -82.205   -106.421     -9.896    189.494    112.978
      0.209   -102.744    -82.015   -106.308     -9.784    189.569    113.086
      0.210   -102.754    -81.825   -106.194     -9.672    189.645    113.194
      0.211   -102.763    -81.636   -106.081     -9.559    189.720    113.302
      0.212   -102.773    -81.446   -105.968     -9.447    189.795    113.410
      0.213   -102.782    -81.256   -105.854     -9.334    189.871    113.518
      0.214   -102.792    -81.066   -105.741     -9.220    189.946    113.626
      0.215   -102.801    -80.876   -105.627     -9.107    190.021    113.735
      0.216   -102.810    -80.686   -105.513     -8.993    190.097    113.843
      0.217   -102.819    -80.496   -105.399     -8.879    190.172    113.952
      0.218   -102.828    -80.306   -105.285     -8.765    190.247    114.061
      0.219   -102.836    -80.116   -105.171     -8.650    190.323    114.170
      0.220   -102.845    -79.925   -105.057     -8.535    190.398    114.279
      0.221   -102.853    -79.735   -104.943     -8.420    190.473    114.388
      0.222   -102.862    -79.544   -104.828     -8.305    190.548    114.498
      0.223   -102.870    -79.354   -104.714     -8.189    190.623    114.607
      0.224   -102.878    -79.163   -104.599     -8.073    190.699    114.717
      0.225   -102.886    -78.972   -104.484     -7.957    190.774    114.827
      0.226   -102.894    -78.781   -104.369     -7.840    190.849    114.937
      0.227   -102.902    -78.591   -104.254     -7.723    190.924    115.047
      0.228   -102.909    -78.400   -104.139     -7.606    190.999    115.157
      0.229   -102.917    -78.209   -104.024     -7.489    191.074    115.267
      0.230   -102.924    -78.017   -103.909     -7.371    191.149    115.378
      0.231   -102.932    -77.826   -103.793     -7.253    191.224    115.488
      0.232   -102.939    -77.635   -103.678     -7.135    191.299    115.599
      0.233   -102.946    -77.444   -103.562     -7.017    191.374    115.710
      0.234   -102.953    -77.252   -103.446     -6.898    191.449    115.821
      0.235   -102.960    -77.061   -103.331     -6.779    191.524    115.932
      0.236   -102.966    -76.869   -103.215     -6.659    191.599    116.044
      0.237   -102.973    -76.678   -103.098     -6.540    191.674    116.155
      0.238   -102.980    -76.486   -102.982     -6.420    191.749    116.267
      0.239   -102.986    -76.294   -102.866     -6.300    191.823    116.379
      0.240   -102.992    -76.102   -102.750     -6.179    191.898    116.490
      0.241   -102.998    -75.910   -102.633     -6.058    191.973    116.602
      0.242   -103.004    -75.718   -102.516     -5.937    192.048    116.715
      0.243   -103.010    -75.526   -102.400     -5.816    192.122    116.827
      0.244   -103.016    -75.334   -102.283     -5.694    192.197    116.939
      0.245   -103.022    -75.142   -102.166     -5.572    192.272    117.052
      0.246   -103.027    -74.950   -102.049     -5.450    192.346    117.165
      0.247   -103.032    -74.757   -101.931     -5.328    192.421    117.278
      0.248   -103.038    -74.565   -101.814     -5.205    192.496    117.391
      0.249   -103.043    -74.372   -101.697     -5.082    192.570    117.504
      0.250   -103.048    -74.180   -101.579     -4.958    192.645    117.617
      0.251   -103.053    -73.987   -101.461     -4.835    192.719    117.731
      0.252   -103.058    -73.794   -101.344     -4.711    192.794    117.844
      0.253   -103.062    -73.601   -101.226     -4.586    192.868    117.958
      0.254   -103.067    -73.408   -101.108     -4.462    192.942    118.072
      0.255   -103.071    -73.215   -100.989     -4.337    193.017    118.186
      0.256   -103.075    -73.022   -100.871     -4.211    193.091    118.300
      0.257   -103.080    -72.829   -100.753     -4.086    193.165    118.414
      0.258   -103.084    -72.636   -100.634     -3.960    193.240    118.529
      0.259   -103.087    -72.443   -100.516     -3.834    193.314    118.643
      0.260   -103.091    -72.249   -100.397     -3.707    193.388    118.758
      0.261   -103.095    -72.056   -100.278     -3.581    193.462    118.873
      0.262   -103.098    -71.862   -100.159     -3.454    193.536    118.988
      0.263   -103.102    -71.669   -100.040     -3.326    193.610    119.103
      0.264   -103.105    -71.475    -99.921     -3.199    193.684    119.218
      0.265   -103.108    -71.281    -99.802     -3.071    193.758    119.334
      0.266   -103.111    -71.088    -99.683     -2.942    193.832    119.449
      0.267   -103.114    -70.894    -99.563     -2.814    193.906    119.565
      0.268   -103.117    -70.700    -99.443     -2.685    193.980    119.681
      0.269   -103.119    -70.506    -99.324     -2.556    194.054    119.797
      0.270   -103.122    -70.312    -99.204     -2.426    194.127    119.913
      0.271   -103.124    -70.118    -99.084     -2.296    194.201    120.029
      0.272   -103.127    -69.923    -98.964     -2.166    194.275    120.146
      0.273   -103.129    -69.729    -98.844     -2.035    194.348    120.262
      0.274   -103.131    -69.535    -98.723     -1.905    194.422    120.379
      0.275   -103.132    -69.340    -98.603     -1.774    194.496    120.496
      0.276   -103.134    -69.146    -98.482     -1.642    194.569    120.613
      0.277   -103.136    -68.951    -98.362     -1.510    194.643    120.730
      0.278   -103.137    -68.756    -98.241     -1.378    194.716    120.848
      0.279   -103.138    -68.562    -98.120     -1.246    194.789    120.965
      0.280   -103.140    -68.367    -97.999     -1.113    194.863    121.083
      0.281   -103.141    -68.172    -97.878     -0.980    194.936    121.200
      0.282   -103.142    -67.977    -97.756     -0.846    195.009    121.318
      0.283   -103.142    -67.782    -97.635     -0.713    195.082    121.436
      0.284   -103.143    -67.587    -97.514     -0.579    195.155    121.555
      0.285   -103.144    -67.392    -97.392     -0.444    195.228    121.673
      0.286   -103.144    -67.196    -97.270     -0.310    195.301    121.791
      0.287   -103.144    -67.001    -97.148     -0.175    195.374    121.910
      0.288   -103.144    -66.806    -97.026     -0.039    195.447    122.029
      0.289   -103.144    -66.610    -96.904      0.097    195.520    122.148
      0.290   -103.144    -66.415    -96.782      0.233    195.593    122.267
      0.291   -103.144    -66.219    -96.660      0.369    195.666    122.386
      0.292   -103.143    -66.023    -96.537      0.506    195.738    122.506
      0.293   -103.143    -65.827    -96.415      0.643    195.811    122.625
      0.294   -103.142    -65.632    -96.292      0.780    195.884    122.745
      0.295   -103.141    -65.436    -96.169      0.918    195.956    122.865
      0.296   -103.140    -65.240    -96.046      1.056    196.029    122.985
      0.297   -103.139    -65.044    -95.923      1.194    196.101    123.105
      0.298   -103.138    -64.847    -95.800      1.333    196.173    123.225
      0.299   -103.136    -64.651    -95.677      1.472    196.246    123.345
      0.300   -103.135    -64.455    -95.553      1.612    196.318    123.466
      0.301   -103.133    -64.259    -95.430      1.752    196.390    123.587
      0.302   -103.131    -64.062    -95.306      1.892    196.462    123.707
      0.303   -103.129    -63.866    -95.182      2.032    196.534    123.828
      0.304   -103.127    -63.669    -95.059      2.173    196.606    123.950
      0.305   -103.125    -63.472    -94.935      2.314    196.678    124.071
      0.306   -103.123    -63.276    -94.810      2.456    196.750    124.192
      0.307   -103.120    -63.079    -94.686      2.598    196.822    124.314
      0.308   -103.117    -62.882    -94.562      2.740    196.893    124.436
      0.309   -103.115    -62.685    -94.437      2.883    196.965    124.558
      0.310   -103.112    -62.488    -94.313      3.026    197.037    124.680
      0.311   -103.109    -62.291    -94.188      3.169    197.108    124.802
      0.312   -103.105    -62.094    -94.063      3.313    197.180    124.924
      0.313   -103.102    -61.897    -93.938      3.457    197.251    125.047
      0.314   -103.098    -61.699    -93.813      3.601    197.322    125.169
      0.315   -103.095    -61.502    -93.688      3.746    197.393    125.292
      0.316   -103.091    -61.305    -93.562      3.891    197.465    125.415
      0.317   -103.087    -61.107    -93.437      4.036    197.536    125.538
      0.318   -103.083    -60.910    -93.311      4.182    197.607    125.662
      0.319   -103.079    -60.712    -93.186      4.328    197.678    125.785
      0.320   -103.074    -60.514    -93.060      4.475    197.748    125.909
      0.321   -103.070    -60.316    -92.934      4.622    197.819    126.032
      0.322   -103.065    -60.119    -92.808      4.769    197.890    126.156
      0.323   -103.060    -59.921    -92.682      4.917    197.961    126.280
      0.324   -103.055    -59.723    -92.555      5.065    198.031    126.404
      0.325   -103.050    -59.525    -92.429      5.213    198.101    126.529
      0.326   -103.045    -59.327    -92.302      5.362    198.172    126.653
      0.327   -103.039    -59.128    -92.175      5.511    198.242    126.778
      0.328   -103.034    -58.930    -92.049      5.661    198.312    126.902
      0.329   -103.028    -58.732    -91.922      5.811    198.383    127.027
      0.330   -103.022    -58.533    -91.794      5.961    198.453    127.152
      0.331   -103.016    -58.335    -91.667      6.111    198.523    127.278
      0.332   -103.010    -58.136    -91.540      6.262    198.592    127.403
      0.333   -103.004    -57.938    -91.412      6.414    198.662    127.529
      0.334   -102.997    -57.739    -91.285      6.566    198.732    127.654
      0.335   -102.990    -57.540    -91.157      6.718    198.801    127.780
      0.336   -102.984    -57.341    -91.029      6.870    198.871    127.906
      0.337   -102.977    -57.142    -90.901      7.023    198.940    128.032
      0.338   -102.970    -56.943    -90.773      7.177    199.010    128.159
      0.339   -102.962    -56.744    -90.645      7.330    199.079    128.285
      0.340   -102.955    -56.545    -90.517      7.485    199.148    128.412
      0.341   -102.947    -56.346    -90.388      7.639    199.217    128.538
      0.342   -102.940    -56.147    -90.260      7.794    199.286    128.665
      0.343   -102.932    -55.947    -90.131      7.949    199.355    128.792
      0.344   -102.924    -55.748    -90.002      8.105    199.424    128.919
      0.345   -102.916    -55.549    -89.873      8.261    199.493    129.047
      0.346   -102.907    -55.349    -89.744      8.417    199.561    129.174
      0.347   -102.899    -55.150    -89.615      8.574    199.630    129.302
      0.348   -102.890    -54.950    -89.485      8.731    199.698    129.430
      0.349   -102.881    -54.750    -89.356      8.889    199.766    129.558
      0.350   -102.872    -54.550    -89.226      9.047    199.834    129.686
      0.351   -102.863    -54.350    -89.096      9.206    199.902    129.814
      0.352   -102.854    -54.151    -88.967      9.364    199.970    129.943
      0.353   -102.844    -53.951    -88.837      9.524    200.038    130.071
      0.354   -102.835    -53.750    -88.706      9.683    200.106    130.200
      0.355   -102.825    -53.550    -88.576      9.843    200.174    130.329
      0.356   -102.815    -53.350    -88.446     10.004    200.241    130.458
      0.357   -102.805    -53.150    -88.315     10.165    200.309    130.587
      0.358   -102.795    -52.949    -88.185     10.326    200.376    130.716
      0.359   -102.784    -52.749    -88.054     10.488    200.443    130.846
      0.360   -102.774    -52.549    -87.923     10.650    200.510    130.975
      0.361   -102.763    -52.348    -87.792     10.812    200.577    131.105
      0.362   -102.752    -52.147    -87.661     10.975    200.644    131.235
      0.363   -102.741    -51.947    -87.529     11.139    200.711    131.365
      0.364   -102.730    -51.746    -87.398     11.302    200.778    131.495
      0.365   -102.719    -51.545    -87.266     11.466    200.844    131.626
      0.366   -102.707    -51.344    -87.135     11.631    200.910    131.756
      0.367   -102.695    -51.143    -87.003     11.796    200.977    131.887
      0.368   -102.683    -50.942    -86.871     11.962    201.043    132.018
      0.369   -102.671    -50.741    -86.739     12.127    201.109    132.149
      0.370   -102.659    -50.540    -86.607     12.294    201.175    132.280
      0.371   -102.647    -50.339    -86.474     12.460    201.241    132.412
      0.372   -102.634    -50.138    -86.342     12.628    201.306    132.543
      0.373   -102.622    -49.936    -86.209     12.795    201.372    132.675
      0.374   -102.609    -49.735    -86.076     12.963    201.437    132.806
      0.375   -102.596    -49.533    -85.944     13.131    201.502    132.938
      0.376   -102.582    -49.332    -85.811     13.300    201.568    133.070
      0.377   -102.569    -49.130    -85.677     13.470    201.633    133.203
      0.378   -102.555    -48.929    -85.544     13.639    201.698    133.335
      0.379   -102.542    -48.727    -85.411     13.809    201.762    133.468
      0.380   -102.528    -48.525    -85.277     13.980    201.827    133.600
      0.381   -102.514    -48.323    -85.144     14.151    201.891    133.733
      0.382   -102.500    -48.121    -85.010     14.323    201.956    133.866
      0.383   -102.485    -47.919    -84.876     14.494    202.020    133.999
      0.384   -102.471    -47.717    -84.742     14.667    202.084    134.133
      0.385   -102.456    -47.515    -84.608     14.840    202.148    134.266
      0.386   -102.441    -47.313    -84.473     15.013    202.212    134.400
      0.387   -102.426    -47.111    -84.339     15.186    202.275    134.533
      0.388   -102.410    -46.908    -84.204     15.361    202.339    134.667
      0.389   -102.395    -46.706    -84.069     15.535    202.402    134.801
      0.390   -102.379    -46.504    -83.935     15.710    202.465    134.936
      0.391   -102.364    -46.301    -83.800     15.886    202.528    135.070
      0.392   -102.348    -46.099    -83.664     16.062    202.591    135.205
      0.393   -102.331    -45.896    -83.529     16.238    202.654    135.339
      0.394   -102.315    -45.693    -83.394     16.415    202.717    135.474
      0.395   -102.299    -45.491    -83.258     16.592    202.779    135.609
      0.396   -102.282    -45.288    -83.123     16.770    202.841    135.744
      0.397   -102.265    -45.085    -82.987     16.948    202.904    135.879
      0.398   -102.248    -44.882    -82.851     17.127    202.966    136.015
      0.399   -102.231    -44.679    -82.715     17.306    203.027    136.150
      0.400   -102.213    -44.476    -82.579     17.485    203.089    136.286
      0.401   -102.196    -44.273    -82.442     17.665    203.151    136.422
      0.402   -102.178    -44.070    -82.306     17.846    203.212    136.558
      0.403   -102.160    -43.866    -82.169     18.027    203.273    136.694
      0.404   -102.142    -43.663    -82.032     18.208    203.334    136.831
      0.405   -102.124    -43.460    -81.895     18.390    203.395    136.967
      0.406   -102.105    -43.256    -81.758     18.572    203.456    137.104
      0.407   -102.087    -43.053    -81.621     18.755    203.516    137.240
      0.408   -102.068    -42.849    -81.484     18.939    203.577    137.377
      0.409   -102.049    -42.646    -81.346     19.122    203.637    137.514
      0.410   -102.030    -42.442    -81.209     19.307    203.697    137.652
      0.411   -102.010    -42.238    -81.071     19.491    203.756    137.789
      0.412   -101.991    -42.034    -80.933     19.677    203.816    137.927
      0.413   -101.971    -41.831    -80.795     19.862    203.876    138.064
      0.414   -101.951    -41.627    -80.657     20.049    203.935    138.202
      0.415   -101.931    -41.423    -80.519     20.235    203.994    138.340
      0.416   -101.910    -41.219    -80.380     20.422    204.053    138.478
      0.417   -101.890    -41.015    -80.242     20.610    204.112    138.616
      0.418   -101.869    -40.810    -80.103     20.798    204.170    138.755
      0.419   -101.848    -40.606    -79.964     20.987    204.229    138.893
      0.420   -101.827    -40.402    -79.825     21.176    204.287    139.032
      0.421   -101.806    -40.198    -79.686     21.365    204.345    139.171
      0.422   -101.784    -39.993    -79.547     21.555    204.403    139.310
      0.423   -101.763    -39.789    -79.408     21.746    204.460    139.449
      0.424   -101.741    -39.584    -79.268     21.937    204.518    139.589
      0.425   -101.719    -39.380    -79.129     22.129    204.575    139.728
      0.426   -101.697    -39.175    -78.989     22.321    204.632    139.868
