#         t          x          y          z         vx         vy         vz
      0.427   -101.674    -38.971    -78.849     22.513    204.689    140.007
      0.428   -101.652    -38.766    -78.709     22.706    204.745    140.147
      0.429   -101.629    -38.561    -78.568     22.900    204.802    140.287
      0.430   -101.606    -38.356    -78.428     23.094    204.858    140.427
      0.431   -101.583    -38.151    -78.288     23.288    204.914    140.568
      0.432   -101.559    -37.946    -78.147     23.483    204.970    140.708
      0.433   -101.536    -37.741    -78.006     23.679    205.025    140.849
      0.434   -101.512    -37.536    -77.865     23.875    205.081    140.990
      0.435   -101.488    -37.331    -77.724     24.072    205.136    141.130
      0.436   -101.464    -37.126    -77.583     24.269    205.191    141.272
      0.437   -101.439    -36.921    -77.442     24.466    205.245    141.413
      0.438   -101.415    -36.716    -77.300     24.665    205.300    141.554
      0.439   -101.390    -36.510    -77.159     24.863    205.354    141.696
      0.440   -101.365    -36.305    -77.017     25.062    205.408    141.837
      0.441   -101.340    -36.099    -76.875     25.262    205.462    141.979
      0.442   -101.315    -35.894    -76.733     25.462    205.516    142.121
      0.443   -101.289    -35.688    -76.591     25.663    205.569    142.263
      0.444   -101.263    -35.483    -76.448     25.864    205.622    142.405
      0.445   -101.237    -35.277    -76.306     26.066    205.675    142.547
      0.446   -101.211    -35.072    -76.163     26.268    205.728    142.690
      0.447   -101.185    -34.866    -76.020     26.471    205.780    142.832
      0.448   -101.158    -34.660    -75.878     26.674    205.833    142.975
      0.449   -101.131    -34.454    -75.735     26.878    205.885    143.118
      0.450   -101.104    -34.248    -75.591     27.083    205.937    143.261
      0.451   -101.077    -34.042    -75.448     27.288    205.988    143.404
      0.452   -101.050    -33.836    -75.305     27.493    206.039    143.548
      0.453   -101.022    -33.630    -75.161     27.699    206.090    143.691
      0.454   -100.994    -33.424    -75.017     27.905    206.141    143.835
      0.455   -100.966    -33.218    -74.873     28.113    206.192    143.978
      0.456   -100.938    -33.012    -74.729     28.320    206.242    144.122
      0.457   -100.910    -32.805    -74.585     28.528    206.292    144.266
      0.458   -100.881    -32.599    -74.441     28.737    206.342    144.410
      0.459   -100.852    -32.393    -74.296     28.946    206.391    144.555
      0.460   -100.823    -32.186    -74.152     29.156    206.441    144.699
      0.461   -100.794    -31.980    -74.007     29.366    206.490    144.843
      0.462   -100.765    -31.773    -73.862     29.577    206.538    144.988
      0.463   -100.735    -31.567    -73.717     29.789    206.587    145.133
      0.464   -100.705    -31.360    -73.572     30.001    206.635    145.278
      0.465   -100.675    -31.153    -73.426     30.213    206.683    145.423
      0.466   -100.645    -30.947    -73.281     30.426    206.731    145.568
      0.467   -100.614    -30.740    -73.135     30.640    206.778    145.713
      0.468   -100.583    -30.533    -72.989     30.854    206.825    145.859
      0.469   -100.552    -30.326    -72.843     31.069    206.872    146.004
      0.470   -100.521    -30.119    -72.697     31.284    206.919    146.150
      0.471   -100.490    -29.913    -72.551     31.500    206.965    146.296
      0.472   -100.458    -29.706    -72.405     31.716    207.011    146.442
      0.473   -100.426    -29.498    -72.258     31.933    207.057    146.588
      0.474   -100.394    -29.291    -72.112     32.151    207.102    146.734
      0.475   -100.362    -29.084    -71.965     32.369    207.148    146.881
      0.476   -100.330    -28.877    -71.818     32.588    207.192    147.027
      0.477   -100.297    -28.670    -71.671     32.807    207.237    147.174
      0.478   -100.264    -28.463    -71.523     33.027    207.281    147.321
      0.479   -100.231    -28.255    -71.376     33.247    207.325    147.467
      0.480   -100.197    -28.048    -71.229     33.468    207.369    147.614
      0.481   -100.164    -27.841    -71.081     33.690    207.412    147.762
      0.482   -100.130    -27.633    -70.933     33.912    207.456    147.909
      0.483   -100.096    -27.426    -70.785     34.135    207.498    148.056
      0.484   -100.062    -27.218    -70.637     34.358    207.541    148.204
      0.485   -100.027    -27.011    -70.489     34.582    207.583    148.351
      0.486    -99.993    -26.803    -70.340     34.806    207.625    148.499
      0.487    -99.958    -26.595    -70.192     35.031    207.666    148.647
      0.488    -99.923    -26.388    -70.043     35.257    207.708    148.795
      0.489    -99.887    -26.180    -69.894     35.483    207.749    148.943
      0.490    -99.852    -25.972    -69.745     35.710    207.789    149.091
      0.491    -99.816    -25.764    -69.596     35.937    207.829    149.239
      0.492    -99.780    -25.557    -69.447     36.165    207.869    149.388
      0.493    -99.743    -25.349    -69.297     36.394    207.909    149.536
      0.494    -99.707    -25.141    -69.147     36.623    207.948    149.685
      0.495    -99.670    -24.933    -68.998     36.853    207.987    149.834
      0.496    -99.633    -24.725    -68.848     37.083    208.026    149.983
      0.497    -99.596    -24.517    -68.698     37.314    208.064    150.132
      0.498    -99.559    -24.309    -68.548     37.546    208.102    150.281
      0.499    -99.521    -24.100    -68.397     37.778    208.140    150.430
      0.500    -99.483    -23.892    -68.247     38.011    208.177    150.580
      0.501    -99.445    -23.684    -68.096     38.244    208.214    150.729
      0.502    -99.407    -23.476    -67.945     38.478    208.250    150.879
      0.503    -99.368    -23.268    -67.794     38.713    208.287    151.028
      0.504    -99.329    -23.059    -67.643     38.948    208.322    151.178
      0.505    -99.290    -22.851    -67.492     39.184    208.358    151.328
      0.506    -99.251    -22.643    -67.340     39.420    208.393    151.478
      0.507    -99.211    -22.434    -67.189     39.657    208.428    151.628
      0.508    -99.171    -22.226    -67.037     39.895    208.462    151.778
      0.509    -99.131    -22.017    -66.885     40.133    208.496    151.929
      0.510    -99.091    -21.809    -66.733     40.372    208.530    152.079
      0.511    -99.051    -21.600    -66.581     40.611    208.563    152.230
      0.512    -99.010    -21.392    -66.429     40.851    208.596    152.380
      0.513    -98.969    -21.183    -66.276     41.092    208.628    152.531
      0.514    -98.928    -20.974    -66.124     41.333    208.661    152.682
      0.515    -98.886    -20.766    -65.971     41.575    208.692    152.833
      0.516    -98.845    -20.557    -65.818     41.818    208.724    152.984
      0.517    -98.803    -20.348    -65.665     42.061    208.755    153.135
      0.518    -98.760    -20.139    -65.512     42.305    208.785    153.286
      0.519    -98.718    -19.931    -65.359     42.549    208.815    153.437
      0.520    -98.675    -19.722    -65.205     42.795    208.845    153.589
      0.521    -98.632    -19.513    -65.051     43.040    208.875    153.740
      0.522    -98.589    -19.304    -64.898     43.287    208.904    153.892
      0.523    -98.546    -19.095    -64.744     43.534    208.932    154.044
      0.524    -98.502    -18.886    -64.589     43.781    208.960    154.195
      0.525    -98.458    -18.677    -64.435     44.030    208.988    154.347
      0.526    -98.414    -18.468    -64.281     44.278    209.015    154.499
      0.527    -98.370    -18.259    -64.126     44.528    209.042    154.651
      0.528    -98.325    -18.050    -63.971     44.778    209.069    154.803
      0.529    -98.280    -17.841    -63.817     45.029    209.095    154.956
      0.530    -98.235    -17.632    -63.662     45.280    209.121    155.108
      0.531    -98.190    -17.423    -63.506     45.533    209.146    155.260
      0.532    -98.144    -17.214    -63.351     45.785    209.171    155.413
      0.533    -98.098    -17.005    -63.196     46.039    209.195    155.565
      0.534    -98.052    -16.795    -63.040     46.293    209.219    155.718
      0.535    -98.005    -16.586    -62.884     46.547    209.242    155.871
      0.536    -97.959    -16.377    -62.728     46.803    209.265    156.023
      0.537    -97.912    -16.168    -62.572     47.059    209.288    156.176
      0.538    -97.865    -15.958    -62.416     47.316    209.310    156.329
      0.539    -97.817    -15.749    -62.259     47.573    209.332    156.482
      0.540    -97.770    -15.540    -62.103     47.831    209.353    156.635
      0.541    -97.722    -15.330    -61.946     48.089    209.374    156.788
      0.542    -97.673    -15.121    -61.789     48.349    209.394    156.942
      0.543    -97.625    -14.911    -61.632     48.609    209.414    157.095
      0.544    -97.576    -14.702    -61.475     48.869    209.433    157.248
      0.545    -97.527    -14.493    -61.318     49.131    209.452    157.402
      0.546    -97.478    -14.283    -61.160     49.393    209.471    157.555
      0.547    -97.428    -14.074    -61.003     49.655    209.489    157.709
      0.548    -97.379    -13.864    -60.845     49.918    209.506    157.862
      0.549    -97.329    -13.655    -60.687     50.182    209.523    158.016
      0.550    -97.278    -13.445    -60.529     50.447    209.540    158.169
      0.551    -97.228    -13.236    -60.371     50.712    209.556    158.323
      0.552    -97.177    -13.026    -60.212     50.978    209.571    158.477
      0.553    -97.126    -12.816    -60.054     51.245    209.586    158.631
      0.554    -97.074    -12.607    -59.895     51.512    209.601    158.785
      0.555    -97.023    -12.397    -59.736     51.780    209.615    158.939
      0.556    -96.971    -12.188    -59.577     52.049    209.628    159.093
      0.557    -96.919    -11.978    -59.418     52.318    209.641    159.247
      0.558    -96.866    -11.768    -59.259     52.588    209.654    159.401
      0.559    -96.813    -11.559    -59.099     52.859    209.666    159.555
      0.560    -96.760    -11.349    -58.939     53.130    209.677    159.710
      0.561    -96.707    -11.139    -58.780     53.402    209.688    159.864
      0.562    -96.654    -10.930    -58.620     53.675    209.698    160.018
      0.563    -96.600    -10.720    -58.460     53.948    209.708    160.172
      0.564    -96.546    -10.510    -58.299     54.222    209.717    160.327
      0.565    -96.491    -10.300    -58.139     54.497    209.726    160.481
      0.566    -96.437    -10.091    -57.978     54.772    209.734    160.636
      0.567    -96.382     -9.881    -57.818     55.049    209.742    160.790
      0.568    -96.327     -9.671    -57.657     55.325    209.749    160.945
      0.569    -96.271     -9.461    -57.496     55.603    209.756    161.099
      0.570    -96.215     -9.252    -57.335     55.881    209.762    161.254
      0.571    -96.159     -9.042    -57.173     56.160    209.767    161.409
      0.572    -96.103     -8.832    -57.012     56.440    209.772    161.563
      0.573    -96.046     -8.622    -56.850     56.720    209.777    161.718
      0.574    -95.990     -8.413    -56.688     57.001    209.780    161.872
      0.575    -95.932     -8.203    -56.526     57.283    209.784    162.027
      0.576    -95.875     -7.993    -56.364     57.565    209.786    162.182
